frame_path,video_name,label,split,frame_index,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_knee_angle,right_knee_angle,left_elbow_angle,right_elbow_angle,left_hip_angle,right_hip_angle,left_body_line,right_body_line,torso_angle,left_knee_bend,right_knee_bend,head_drop,left_shoulder_shrug,right_shoulder_shrug,arm_symmetry,leg_symmetry,hip_symmetry,form_label
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0106.jpg,v_Lunges_g17_c02,lunges,train,106,0.440741,0.222849,0.549753,0.207443,0.460652,0.311201,0.600624,0.291923,0.444005,0.263137,0.584658,0.249966,0.493535,0.452503,0.547392,0.446742,0.49773,0.618405,0.54252,0.60355,0.516282,0.789352,0.548656,0.767611,0.441309,0.176328,0.44177,0.162993,0.461125,0.150464,175.25445468514573,176.07817186146474,6.404661063008536,10.222203101827864,168.50189703041514,178.78496187917364,170.91669944406064,179.2084754712484,167.05339016401965,-0.018552000000000013,-0.00613600000000003,-0.04652099999999998,-0.05985599999999999,-0.056979,3.8175420388193277,0.8237171763190076,10.2830648487585,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0107.jpg,v_Lunges_g17_c02,lunges,train,107,0.426928,0.232179,0.546742,0.20851,0.430572,0.334384,0.591529,0.292015,0.444642,0.335751,0.581218,0.258295,0.486222,0.452193,0.5421,0.438544,0.502244,0.617505,0.542873,0.602296,0.51602,0.786937,0.550348,0.765685,0.444039,0.159523,0.434292,0.158941,0.464617,0.143719,179.111207988268,177.65050530255343,97.59116950762194,11.204529605982309,170.45278768220138,178.5728732276421,170.00393834855402,177.39952553447486,164.91698118346812,-0.01377600000000001,-0.007474999999999898,-0.072656,-0.073238,-0.06479099999999999,86.38663990163963,1.4607026857145797,8.12008554544073,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0108.jpg,v_Lunges_g17_c02,lunges,train,108,0.423581,0.222697,0.537592,0.195371,0.431004,0.330243,0.585909,0.273376,0.430102,0.325224,0.579809,0.217875,0.483358,0.439569,0.540014,0.428534,0.495288,0.606974,0.541491,0.593833,0.508319,0.780621,0.54306,0.758883,0.446845,0.148166,0.433204,0.146696,0.464878,0.131751,179.7794921008642,179.94104206411112,6.249410328218133,25.50259548478537,168.66623218964668,179.90712542845066,168.77593269594982,179.9270444431369,164.58996316180665,-0.01303099999999996,-0.0015690000000000426,-0.07453100000000001,-0.07600100000000001,-0.06361999999999998,19.253185156567238,0.1615499632469266,11.240893238803977,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0109.jpg,v_Lunges_g17_c02,lunges,train,109,0.426915,0.216391,0.535865,0.188901,0.437156,0.316028,0.587962,0.269106,0.430048,0.299765,0.600986,0.262217,0.486009,0.434652,0.54001,0.422034,0.496987,0.603211,0.539413,0.589429,0.510318,0.781087,0.545667,0.758205,0.446653,0.143444,0.43649,0.140193,0.462226,0.128507,179.43833773877498,177.67303558026495,17.74106703021828,95.1291749837107,168.57667389440388,178.77638700649487,168.86419288185215,179.93827710433268,164.85032735356495,-0.013331000000000037,-0.006253999999999982,-0.07294700000000001,-0.07619799999999999,-0.060394,77.38810795349242,1.7653021585100248,10.19971311209099,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0110.jpg,v_Lunges_g17_c02,lunges,train,110,0.421242,0.21214,0.530934,0.191236,0.419914,0.301358,0.589693,0.263545,0.384129,0.272652,0.590687,0.220387,0.484688,0.433891,0.53968,0.423253,0.493908,0.603227,0.540602,0.589552,0.508307,0.775829,0.545808,0.749781,0.43864,0.145848,0.428312,0.140893,0.456462,0.127648,178.34713348498926,178.45591793036394,52.117009463222224,40.41719758405957,167.14994535843465,178.15842446455622,167.98478258649672,178.9159811552388,164.03336169041185,-0.01439899999999994,-0.005205999999999933,-0.06629199999999999,-0.071247,-0.06358799999999998,11.699811879162652,0.10878444537468113,11.00847910612157,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0111.jpg,v_Lunges_g17_c02,lunges,train,111,0.422706,0.217281,0.534682,0.192071,0.418255,0.301534,0.596182,0.270854,0.390883,0.271525,0.598367,0.241392,0.482863,0.433936,0.540431,0.417748,0.49139,0.601296,0.540448,0.581585,0.505668,0.772954,0.545802,0.755039,0.439927,0.142457,0.429505,0.141238,0.457487,0.128487,178.1613352415985,178.23730420638174,45.39299896583621,42.21819238426184,167.39864595805523,178.5460711321226,168.3303413494209,179.45224612331072,164.48192158496374,-0.014278000000000013,-0.00535399999999997,-0.074824,-0.076043,-0.063584,3.174806581574373,0.07596896478324311,11.147425174067365,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0112.jpg,v_Lunges_g17_c02,lunges,train,112,0.417886,0.209491,0.530455,0.188872,0.436909,0.303341,0.57781,0.274131,0.445262,0.247071,0.56183,0.237683,0.481726,0.432703,0.537932,0.423921,0.487418,0.605092,0.536997,0.587433,0.505092,0.77181,0.540353,0.747449,0.433237,0.138747,0.425314,0.137781,0.450797,0.123912,175.83945153453772,178.47007026640546,19.90227372919225,5.376243511938004,165.93021376584585,177.8499893175299,167.9808188303562,178.60644719499922,164.03905962099657,-0.017673999999999968,-0.0033560000000000256,-0.070744,-0.07171000000000002,-0.06496000000000002,14.526030217254245,2.6306187318677416,11.91977555168404,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0113.jpg,v_Lunges_g17_c02,lunges,train,113,0.413104,0.206597,0.530455,0.195599,0.423294,0.327234,0.57041,0.285641,0.430422,0.381477,0.548196,0.318891,0.479181,0.43108,0.536595,0.420836,0.489808,0.601944,0.538471,0.583006,0.508515,0.76815,0.546016,0.750299,0.429886,0.142118,0.421195,0.137758,0.448805,0.124859,177.13677371946852,178.07982572720638,177.3400854011283,122.32476017390756,167.15700879530166,179.10026899073924,168.57178728346807,179.917998324209,163.59802359868308,-0.01870700000000003,-0.007544999999999913,-0.06447900000000001,-0.06883900000000001,-0.07074,55.01532522722074,0.9430520077378617,11.943260195437574,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0114.jpg,v_Lunges_g17_c02,lunges,train,114,0.413714,0.205596,0.531335,0.190807,0.430034,0.316614,0.571434,0.276157,0.441697,0.297961,0.550489,0.271072,0.480642,0.437053,0.539648,0.425457,0.491119,0.604045,0.541837,0.589404,0.51094,0.772964,0.548532,0.755999,0.436483,0.137987,0.424216,0.137965,0.454007,0.12466,176.89713543077625,178.4628562418887,40.37918888616929,51.18905012271728,167.46221110192033,178.7353040491598,169.0261667929325,179.50972645827645,163.87218780492216,-0.019820999999999922,-0.0066950000000000065,-0.067609,-0.067631,-0.066147,10.809861236547995,1.5657208111124419,11.273092947239462,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0115.jpg,v_Lunges_g17_c02,lunges,train,115,0.412562,0.209668,0.527078,0.196797,0.430056,0.305351,0.566259,0.28477,0.436193,0.279104,0.545908,0.330777,0.47958,0.441312,0.537474,0.430852,0.491053,0.604349,0.537582,0.58945,0.515829,0.772431,0.55126,0.749309,0.430297,0.148341,0.419666,0.144438,0.445522,0.133902,175.63977072473267,175.14826927665248,23.521928319061995,132.13088545013036,167.8893005927118,177.4954340634535,170.11156173027877,179.92906209929848,163.86398757130146,-0.024775999999999965,-0.013677999999999968,-0.06132699999999999,-0.06522999999999998,-0.062895,108.60895713106837,0.4915014480801858,9.606133470741696,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0116.jpg,v_Lunges_g17_c02,lunges,train,116,0.418073,0.211185,0.526375,0.199561,0.445095,0.301401,0.570567,0.278979,0.436257,0.25378,0.53635,0.27332,0.481253,0.44413,0.534414,0.432575,0.48806,0.612602,0.53353,0.593244,0.518999,0.776038,0.549657,0.750367,0.427199,0.153647,0.421427,0.145931,0.44618,0.135384,171.59415761352312,173.82427435024488,6.161544767539996,51.51558166097766,167.13882101639393,177.70845498484306,171.31314347096372,179.22924388300856,164.825055510605,-0.030938999999999994,-0.016127000000000002,-0.057538000000000006,-0.065254,-0.06417699999999998,45.354036893437666,2.2301167367217545,10.569633968449125,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0117.jpg,v_Lunges_g17_c02,lunges,train,117,0.406489,0.217626,0.51426,0.204719,0.414688,0.315293,0.558231,0.281375,0.392452,0.284979,0.53218,0.256068,0.472738,0.449365,0.525131,0.438021,0.482205,0.613579,0.522883,0.592443,0.518055,0.776894,0.542844,0.741133,0.426111,0.152038,0.414448,0.150438,0.443135,0.138782,170.91846181775713,171.51980761985047,31.4624936832413,15.991371436411047,167.345358141804,176.49787621294163,171.92334629262965,179.32275699513377,164.04586782347465,-0.03585000000000005,-0.019961000000000007,-0.06558799999999998,-0.067188,-0.06593700000000002,15.471122246830252,0.6013458020933342,9.15251807113762,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0118.jpg,v_Lunges_g17_c02,lunges,train,118,0.397604,0.21487,0.505797,0.213168,0.401053,0.317419,0.545775,0.293845,0.386418,0.276821,0.512638,0.2784,0.461516,0.451851,0.508216,0.439361,0.473808,0.615466,0.493626,0.575476,0.518976,0.778714,0.523546,0.710573,0.417986,0.157109,0.4088,0.155749,0.435497,0.144783,168.83043892119213,161.39404814035677,17.89762510369465,38.650345179693275,169.20319502225647,173.26901764971547,174.87705499380291,177.37737055280076,164.90676055610763,-0.045167999999999986,-0.029919999999999947,-0.05776100000000001,-0.05912100000000001,-0.068385,20.752720075998624,7.436390780835353,4.065822627458999,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0119.jpg,v_Lunges_g17_c02,lunges,train,119,0.40002,0.219735,0.508269,0.209595,0.387988,0.30543,0.536023,0.280806,0.391043,0.238473,0.506681,0.228594,0.460687,0.443507,0.507907,0.431524,0.46428,0.605894,0.489533,0.563519,0.521052,0.765825,0.501006,0.706217,0.426346,0.149803,0.412881,0.150755,0.442406,0.139983,161.72371838812384,167.47836342736463,5.381029918814268,8.04290917125585,166.09859017995876,172.16854119918523,175.43872717847552,178.65394240028235,164.83103199761084,-0.056771999999999934,-0.011472999999999955,-0.06993200000000002,-0.06898000000000001,-0.06961200000000001,2.661879252441582,5.754645039240785,6.069951019226465,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0120.jpg,v_Lunges_g17_c02,lunges,train,120,0.392601,0.232003,0.500138,0.221791,0.380515,0.314472,0.524528,0.29479,0.38611,0.232094,0.499209,0.244694,0.451236,0.45523,0.495371,0.440529,0.464021,0.619993,0.446691,0.559326,0.517742,0.792265,0.458117,0.700828,0.417551,0.16491,0.408046,0.165324,0.436128,0.153359,167.11748938074427,153.10086086795755,4.453048148122543,8.338173652011688,169.71955954425553,158.96583230725506,176.44505507939306,173.10351542101162,165.28249825408926,-0.05372100000000002,-0.011425999999999992,-0.06709299999999999,-0.06667899999999999,-0.06843199999999999,3.885125503889146,14.016628512786724,10.753727237000476,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0121.jpg,v_Lunges_g17_c02,lunges,train,121,0.389053,0.234477,0.49429,0.223521,0.385167,0.320598,0.531703,0.289428,0.377098,0.269227,0.503924,0.225682,0.449433,0.45412,0.493203,0.444265,0.46046,0.617063,0.440405,0.557051,0.518829,0.783427,0.425272,0.694441,0.404194,0.174254,0.398857,0.16939,0.426182,0.159023,164.5379782778558,161.19999136718388,11.510894555472104,6.036591125205944,168.50049608034158,155.19660040828433,176.52894039081917,165.0906978331315,164.62895034846898,-0.058369000000000004,0.015133000000000008,-0.060223,-0.06508699999999998,-0.064498,5.47430343026616,3.3379869106719298,13.303895672057251,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0122.jpg,v_Lunges_g17_c02,lunges,train,122,0.396075,0.245815,0.499836,0.234312,0.393436,0.325343,0.539855,0.303747,0.381357,0.273116,0.511716,0.228206,0.449147,0.471777,0.494873,0.451372,0.474722,0.628478,0.43336,0.548947,0.538654,0.783297,0.39685,0.666047,0.414577,0.178407,0.405233,0.179811,0.436845,0.166272,166.83134463236985,165.0884786471055,14.92340444409168,9.52726440935124,176.05166367989597,149.08172721403213,177.18681128329467,156.76782545447557,166.78232924380382,-0.06393199999999999,0.03651000000000004,-0.067408,-0.06600400000000001,-0.06803999999999999,5.396140034740441,1.742865985264359,26.96993646586384,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0123.jpg,v_Lunges_g17_c02,lunges,train,123,0.400747,0.250734,0.501221,0.240645,0.404494,0.348554,0.534007,0.319133,0.38327,0.259152,0.507748,0.245675,0.451957,0.47473,0.492598,0.458176,0.464388,0.632056,0.427697,0.554881,0.546029,0.771128,0.398526,0.677023,0.418421,0.182885,0.409069,0.184446,0.438723,0.17288,154.10306029594165,159.56565810544078,11.161451172440245,3.0024873412762374,171.64003602362703,148.40350720975633,175.26894934666498,159.00941860684514,167.12223625486212,-0.08164099999999996,0.029171000000000002,-0.06784900000000002,-0.06628800000000001,-0.06776499999999999,8.158963831164007,5.46259780949913,23.236528813870706,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0124.jpg,v_Lunges_g17_c02,lunges,train,124,0.408174,0.266931,0.497931,0.254615,0.394163,0.337919,0.51965,0.308102,0.388174,0.269728,0.49646,0.25824,0.452778,0.470398,0.49504,0.460321,0.461132,0.626084,0.423964,0.558029,0.545689,0.756718,0.394768,0.690782,0.429223,0.202645,0.422239,0.2006,0.445064,0.191372,150.1572199549151,156.36999193875533,16.184670586389938,2.845833507420285,170.7066228443711,144.77178139062113,174.38640572036164,157.291630146738,167.63510010712525,-0.084557,0.029196,-0.06428599999999998,-0.06633099999999997,-0.063243,13.338837078969654,6.212771983840241,25.934841453749982,bad
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0125.jpg,v_Lunges_g17_c02,lunges,train,125,0.4408,0.280206,0.528866,0.273939,0.430329,0.371769,0.540851,0.33544,0.413879,0.297202,0.531812,0.272834,0.478132,0.487428,0.522847,0.479676,0.476974,0.622883,0.445219,0.53168,0.568071,0.74696,0.437954,0.672506,0.450958,0.220771,0.449107,0.217736,0.471679,0.212346,143.22414024323373,126.77179346515075,18.96473633759004,2.8147008195141834,169.29753169285533,125.49437596920997,171.0990900008974,157.91433058592824,169.78729459684237,-0.09109699999999998,0.007264999999999966,-0.059435000000000016,-0.06247,-0.06159299999999998,16.150035518075857,16.452346778082983,43.80315572364536,good
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0126.jpg,v_Lunges_g17_c02,lunges,train,126,0.478945,0.28064,0.550075,0.285859,0.449442,0.37443,0.54326,0.392608,0.438656,0.30072,0.519375,0.421765,0.488496,0.483357,0.527155,0.483858,0.478542,0.607484,0.465454,0.544922,0.58621,0.74419,0.45332,0.67346,0.473572,0.237385,0.474278,0.229578,0.49031,0.222899,137.19157337785174,140.09539285927278,25.786903257460665,144.32883758722315,172.71747455294144,141.30573150855707,162.16036356768868,165.32602789461777,177.3019082250362,-0.10766799999999999,0.012133999999999978,-0.04325499999999999,-0.051061999999999996,-0.06295999999999996,118.54193432976248,2.9038194814210385,31.411743044384366,good
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0127.jpg,v_Lunges_g17_c02,lunges,train,127,0.51333,0.298413,0.579348,0.307985,0.468251,0.396889,0.574304,0.380068,0.459649,0.330588,0.560746,0.335496,0.506852,0.488019,0.54909,0.496072,0.5104,0.628321,0.50352,0.558,0.613044,0.731566,0.483031,0.675794,0.513621,0.250212,0.510031,0.23961,0.531338,0.235877,136.61582352276824,153.5194772061559,31.989194280741152,20.922003316856603,176.59425117905855,152.79126720012317,154.48490298425907,168.9574089332786,178.0423335351362,-0.10264400000000007,0.02048899999999998,-0.048200999999999994,-0.058802999999999994,-0.072108,11.06719096388455,16.90365368338766,23.802983978935373,good
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0128.jpg,v_Lunges_g17_c02,lunges,train,128,0.491509,0.328641,0.582824,0.319707,0.484989,0.419323,0.611372,0.384077,0.486952,0.386546,0.586248,0.374918,0.542862,0.516648,0.587798,0.503861,0.543194,0.659289,0.512147,0.55305,0.637567,0.729384,0.516578,0.676673,0.509533,0.265995,0.504024,0.26519,0.525065,0.259529,126.7362366428423,120.97950985047505,0.7010076207807151,46.053658608151515,164.85593617161945,121.48510154481097,171.27977294873577,156.05503731696047,164.7225477736162,-0.09437300000000004,-0.004430999999999963,-0.06264600000000003,-0.06345100000000004,-0.06017800000000001,45.3526509873708,5.756726792367246,43.370834626808474,good
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0129.jpg,v_Lunges_g17_c02,lunges,train,129,0.51484,0.339433,0.590051,0.329407,0.471086,0.406215,0.629538,0.384416,0.462664,0.352583,0.627717,0.34062,0.559107,0.520951,0.595577,0.510772,0.558326,0.635512,0.529688,0.559376,0.652016,0.723634,0.525915,0.67296,0.515414,0.28188,0.514721,0.280104,0.53119,0.270554,132.85522845904808,128.31737839788852,42.15647640753962,33.29119976585146,165.90402738005412,124.66966357429403,169.07868255930435,155.0105644530133,166.29460634689426,-0.09369000000000005,0.0037730000000000263,-0.057552999999999965,-0.059328999999999965,-0.05885299999999999,8.865276641688162,4.53785006115956,41.23436380576008,good
outputs/frames\train\lunges\v_Lunges_g17_c02\frame_0130.jpg,v_Lunges_g17_c02,lunges,train,130,0.518775,0.355082,0.612351,0.327421,0.514063,0.452781,0.66741,0.390952,0.497233,0.379852,0.656853,0.328932,0.57826,0.536018,0.616164,0.50717,0.568429,0.677317,0.553431,0.544964,0.666503,0.716664,0.545783,0.65164,0.528439,0.273128,0.529838,0.273991,0.552029,0.266658,107.88050925056939,125.1678795949691,15.756288763554538,31.25368766409095,157.82102430046845,119.85194634032528,172.1639745890296,152.8109227850372,161.80097441436612,-0.098074,0.007647999999999988,-0.08195400000000003,-0.08109100000000002,-0.06076300000000001,15.497398900536412,17.287370344399704,37.96907796014317,good
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0000.jpg,v_Lunges_g17_c03,lunges,train,0,0.610575,0.234696,0.522341,0.230351,0.573061,0.281202,0.467082,0.302427,0.534011,0.216083,0.464377,0.248749,0.563838,0.436761,0.524059,0.433288,0.558137,0.569762,0.537388,0.57401,0.532555,0.715698,0.540405,0.722722,0.582424,0.178376,0.588488,0.168216,0.565837,0.162969,172.5115208520719,175.7510269674689,69.84129073079569,40.36155553000447,169.43101616136764,175.07396753523182,173.37562615955594,177.25244527362116,166.97656469643994,0.025581999999999994,-0.0030170000000000474,-0.05631999999999998,-0.06647999999999998,-0.067382,29.479735200791218,3.239506115397006,5.642951373864179,bad
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0001.jpg,v_Lunges_g17_c03,lunges,train,1,0.613066,0.234237,0.522598,0.230761,0.583357,0.286038,0.474319,0.293776,0.550631,0.21307,0.468452,0.247541,0.567349,0.441785,0.526771,0.438477,0.55767,0.576243,0.540713,0.577339,0.531209,0.711183,0.537477,0.726409,0.58327,0.172016,0.588732,0.160084,0.563224,0.158478,173.02248654237212,173.02281010271886,53.99143345975603,44.689628572045216,171.6949357927099,175.4172789833507,175.21826883885194,179.02094009919523,167.57759837977062,0.026460999999999957,0.0032360000000000166,-0.062221,-0.074153,-0.07228299999999999,9.301804887710816,0.0003235603467430792,3.7223431906407995,bad
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0002.jpg,v_Lunges_g17_c03,lunges,train,2,0.613434,0.224353,0.52496,0.219955,0.599022,0.272389,0.481523,0.287595,0.59132,0.182767,0.462536,0.243726,0.571274,0.43329,0.525038,0.429847,0.582063,0.573921,0.53758,0.579566,0.530589,0.680481,0.534073,0.724521,0.587877,0.167944,0.597782,0.159478,0.567036,0.153183,149.8299388102585,173.82532712053973,21.612735524046204,56.11133999729416,164.2047345173457,175.23257201579773,177.93803412510715,178.26479076928703,168.5917216562966,0.05147400000000002,0.003506999999999927,-0.05640899999999999,-0.06487499999999999,-0.066772,34.49860447324795,23.995388310281214,11.027837498452016,good
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0003.jpg,v_Lunges_g17_c03,lunges,train,3,0.605971,0.234697,0.523876,0.22456,0.55669,0.270736,0.486691,0.296517,0.502664,0.220888,0.483838,0.254916,0.571992,0.444826,0.525868,0.450583,0.62505,0.562874,0.537816,0.601305,0.560472,0.667738,0.534497,0.729955,0.590904,0.173924,0.597435,0.163942,0.57154,0.157689,124.17205556259458,173.98943292836495,101.12541642464628,31.25191257848553,146.61237258610467,175.97225174965493,173.77275350050337,178.7353988823451,170.8143072276448,0.06457800000000002,0.003318999999999961,-0.060772999999999994,-0.07075499999999998,-0.06687100000000001,69.87350384616074,49.81737736577037,29.35987916355026,good
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0004.jpg,v_Lunges_g17_c03,lunges,train,4,0.617611,0.234079,0.532545,0.227703,0.592418,0.270987,0.486082,0.279101,0.56184,0.200357,0.494274,0.23406,0.579943,0.448853,0.541015,0.451416,0.621145,0.565412,0.547789,0.597934,0.571923,0.676737,0.530816,0.721094,0.596913,0.168836,0.60221,0.159437,0.577511,0.159248,136.67969229382317,169.5060923804913,57.72646522986252,31.805182161353592,150.58455106041723,179.5190733547239,172.06790370383413,175.66578743394015,170.05223839138299,0.04922199999999999,0.016973000000000016,-0.065243,-0.07464200000000001,-0.06845499999999999,25.921283068508927,32.826400086668144,28.934522294306674,good
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0005.jpg,v_Lunges_g17_c03,lunges,train,5,0.623301,0.235089,0.524463,0.228749,0.649299,0.300989,0.473914,0.294163,0.663763,0.233448,0.470578,0.225454,0.591156,0.443179,0.536191,0.451363,0.644252,0.546231,0.537646,0.591157,0.626773,0.698958,0.523241,0.729947,0.602476,0.169964,0.601855,0.1589,0.578092,0.15524,146.21197332292093,173.47791357173028,33.617148316692415,40.4750313750043,143.95942209167828,177.58015531000288,163.29111819024894,174.32269182945385,171.21838781819946,0.017479000000000022,0.014405000000000001,-0.06512499999999999,-0.07618899999999998,-0.07350900000000002,6.857883058311884,27.265940248809358,33.6207332183246,good
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0006.jpg,v_Lunges_g17_c03,lunges,train,6,0.627957,0.231483,0.530069,0.226718,0.649196,0.316141,0.481713,0.303098,0.639984,0.22164,0.469888,0.268067,0.597493,0.445168,0.543082,0.449697,0.645238,0.55695,0.539167,0.594394,0.655811,0.716571,0.52085,0.725197,0.597336,0.172821,0.602374,0.159226,0.580052,0.157868,160.66095821658905,173.5780031029618,8.516522850717525,50.99047472076776,148.75767813124634,175.10996618749047,159.75918566261427,172.04635886855127,171.88611643802605,-0.010573000000000055,0.018316999999999917,-0.05866199999999999,-0.07225699999999999,-0.06885,42.47395187005023,12.917044886372736,26.352288056244134,bad
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0007.jpg,v_Lunges_g17_c03,lunges,train,7,0.627958,0.234811,0.531814,0.23761,0.62786,0.324335,0.479778,0.317148,0.659771,0.339867,0.475973,0.241266,0.602235,0.458471,0.552614,0.464892,0.653036,0.58957,0.549112,0.60764,0.704626,0.740157,0.508498,0.718285,0.614999,0.18294,0.607127,0.167297,0.588509,0.168593,177.72903581721351,161.24877908859298,115.8907090454921,36.06456555106148,152.25783649323225,173.36557766176557,153.46338437540527,164.89476827583263,173.43905137826792,-0.051590000000000025,0.04061400000000004,-0.051871,-0.06751399999999999,-0.069017,79.82614349443062,16.48025672862053,21.107741168533323,bad
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0008.jpg,v_Lunges_g17_c03,lunges,train,8,0.631788,0.252834,0.54417,0.24934,0.657204,0.322749,0.486455,0.327687,0.655245,0.234861,0.486234,0.248496,0.609936,0.482546,0.56295,0.483246,0.664806,0.610414,0.551257,0.623113,0.727455,0.755738,0.501897,0.712569,0.623246,0.187968,0.619391,0.178182,0.59181,0.177304,179.88960256170824,155.88975401220972,18.70094182017914,36.537537468452946,151.34102946752287,170.6306765051717,151.28999056708759,160.50148077116714,174.56566897352414,-0.06264899999999995,0.04935999999999996,-0.06486600000000001,-0.074652,-0.07203600000000002,17.836595648273807,23.999848549498523,19.28964703764882,bad
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0009.jpg,v_Lunges_g17_c03,lunges,train,9,0.633122,0.262893,0.544485,0.257462,0.643453,0.321891,0.488927,0.338479,0.655183,0.238689,0.491148,0.255472,0.619951,0.492231,0.565109,0.497605,0.673413,0.625811,0.553012,0.635437,0.729744,0.773129,0.492933,0.713319,0.629429,0.203202,0.622506,0.190429,0.597422,0.186463,179.11156817973685,147.36874356634522,17.957376582123405,32.90808968644591,154.90054575191752,170.07547678586135,155.36431219967315,156.5915488263997,176.71265000014637,-0.05633099999999991,0.06007899999999994,-0.059690999999999994,-0.072464,-0.07099900000000003,14.950713104322507,31.742824613391633,15.174931033943835,good
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0010.jpg,v_Lunges_g17_c03,lunges,train,10,0.646944,0.280801,0.553674,0.276107,0.647753,0.370791,0.508221,0.36354,0.672433,0.406009,0.514627,0.282652,0.629163,0.499189,0.571724,0.507859,0.69307,0.607752,0.57032,0.664831,0.7314,0.76844,0.49821,0.691859,0.637531,0.211848,0.629797,0.203913,0.606126,0.201134,162.93260836216746,111.05925172028762,145.49292684735883,22.940186853207923,144.86151591052075,175.0338738911681,154.55305043194863,153.7681646772626,175.3449634921547,-0.038330000000000086,0.07211000000000006,-0.06895300000000001,-0.07688800000000001,-0.07497299999999998,122.55273999415091,51.87335664187984,30.172357980647348,good
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0011.jpg,v_Lunges_g17_c03,lunges,train,11,0.646875,0.29018,0.558389,0.283658,0.636272,0.399553,0.509641,0.366087,0.634882,0.439141,0.513923,0.2851,0.627166,0.511498,0.572393,0.518357,0.701046,0.594829,0.56764,0.674526,0.727022,0.763132,0.490953,0.691997,0.640321,0.220722,0.630928,0.212483,0.607863,0.209666,147.21408299072417,104.57744345415374,176.47163804697294,27.573384878812792,133.35133981510577,174.84189840034887,153.26637368829884,151.45795999320077,174.91078174011605,-0.025976,0.07668700000000006,-0.06945799999999999,-0.07769699999999999,-0.07399200000000003,148.89825316816015,42.63663953657043,41.49055858524309,good
outputs/frames\train\lunges\v_Lunges_g17_c03\frame_0012.jpg,v_Lunges_g17_c03,lunges,train,12,0.641498,0.310195,0.552387,0.306184,0.661101,0.38768,0.507194,0.387919,0.665672,0.350028,0.51337,0.317239,0.625311,0.531089,0.570524,0.536793,0.70998,0.591254,0.562689,0.699599,0.703088,0.754297,0.467381,0.68754,0.631791,0.24007,0.6272,0.230479,0.603546,0.230828,122.97671124733867,85.54409904598404,21.11981106507978,23.945516686360783,121.20611589927013,172.74770314210184,156.5979295330882,141.1225993015666,175.80853263092214,0.006892000000000009,0.095308,-0.07012499999999999,-0.07971600000000001,-0.075356,2.8257056212810028,37.43261220135463,51.54158724283171,good
